lat,lon,class,source
29.367798704408195,110.47948342336618,0,Buffer_sampled
29.71345543596471,110.94368835329053,0,Buffer_sampled
29.43774481175636,110.99671381663116,0,Buffer_sampled
29.728094617499245,109.75494365525248,0,Buffer_sampled
29.00504318699965,110.38894701735516,0,Buffer_sampled
29.52232981982526,110.9038750046056,0,Buffer_sampled
29.571941679315987,110.23418092886511,0,Buffer_sampled
29.75493303282093,110.09975038509693,0,Buffer_sampled
29.004229811750943,110.81198938732398,0,Buffer_sampled
29.388945279449665,110.14285203683754,0,Buffer_sampled
29.562995305825577,111.04407514798676,0,Buffer_sampled
29.584141260091844,111.1249008241448,0,Buffer_sampled
29.210823955530405,110.42012196148086,0,Buffer_sampled
29.30761193136418,110.20929912474332,0,Buffer_sampled
29.439371456672216,110.02093197265594,0,Buffer_sampled
29.548355759557506,110.81934818384948,0,Buffer_sampled
29.40927846137671,111.16456159630158,0,Buffer_sampled
29.594714211951164,110.8118335089042,0,Buffer_sampled
29.799663482858275,109.80803628390854,0,Buffer_sampled
29.170969675768,110.5193353176336,0,Buffer_sampled
29.706135833050283,110.08344764243805,0,Buffer_sampled
29.641072340327288,110.07009791190782,0,Buffer_sampled
29.253118033442554,110.65690947589736,0,Buffer_sampled
29.39057193628814,110.55910001285795,0,Buffer_sampled
29.4564512042792,110.684987500037,0,Buffer_sampled
29.67929721976993,110.54203986148585,0,Buffer_sampled
29.467837678321303,110.8000060544058,0,Buffer_sampled
29.160396051497944,110.80060464854846,0,Buffer_sampled
29.55404892027595,110.5240334373638,0,Buffer_sampled
29.661404750472027,110.92884320655595,0,Buffer_sampled
29.273451629455547,110.1558549305784,0,Buffer_sampled
29.607727052640644,110.6547864269272,0,Buffer_sampled
29.707762412175462,110.46192920312016,0,Buffer_sampled
29.638632446916823,109.86661730846492,0,Buffer_sampled
29.592274301479417,110.39565913301642,0,Buffer_sampled
29.58902108612097,111.05337616209368,0,Buffer_sampled
29.22058415110825,110.93840623974124,0,Buffer_sampled
29.341772058402093,110.23127437876452,0,Buffer_sampled
29.686616852365585,110.33186947244542,0,Buffer_sampled
29.21407735563938,110.08230732143096,0,Buffer_sampled
29.26125147927567,110.73651639594055,0,Buffer_sampled
29.4564512042792,110.3751287860644,0,Buffer_sampled
29.391385264558423,111.0755247267447,0,Buffer_sampled
29.1791032215317,110.60349256650368,0,Buffer_sampled
29.41334509031208,110.99115038666685,0,Buffer_sampled
29.53208955917732,110.0200404233288,0,Buffer_sampled
29.17340974053508,110.61646693678702,0,Buffer_sampled
29.327132025378088,110.17950144598166,0,Buffer_sampled
29.48166408487681,109.95929030869326,0,Buffer_sampled
29.689056728099025,109.7749470168622,0,Buffer_sampled
29.688243436287795,110.88976930980348,0,Buffer_sampled
29.722401606307567,109.91961635682638,0,Buffer_sampled
29.48573066956834,110.86307645994351,0,Buffer_sampled
29.73378762379085,110.855298478656,0,Buffer_sampled
29.34665206226785,110.42028137641876,0,Buffer_sampled
29.054658890852053,110.84239452161854,0,Buffer_sampled
29.712642147151872,110.48422457806303,0,Buffer_sampled
29.50118366870752,110.44817485220167,0,Buffer_sampled
29.26125147927567,111.08191086171908,0,Buffer_sampled
29.32225200722908,110.8605157118414,0,Buffer_sampled
29.586581173555103,110.84064584878654,0,Buffer_sampled
29.312491960221752,110.6548581935702,0,Buffer_sampled
29.494677147133075,110.3080759739574,0,Buffer_sampled
29.64595212445296,109.97061544474973,0,Buffer_sampled
29.33526538102567,110.85493805311803,0,Buffer_sampled
29.4564512042792,110.75456853189392,0,Buffer_sampled
29.46621104036592,111.17949894545151,0,Buffer_sampled
29.49874372386357,111.01249033448032,0,Buffer_sampled
29.53046293694789,110.10917110079032,0,Buffer_sampled
29.358038724063974,109.98186281501452,0,Buffer_sampled
29.484917352829047,109.87668164505774,0,Buffer_sampled
29.234411070451525,110.07564684361144,0,Buffer_sampled
29.745173621671547,110.11286128697002,0,Buffer_sampled
29.56055538368973,110.44135190217114,0,Buffer_sampled
29.60040733289465,110.69011550683032,0,Buffer_sampled
29.281585050526456,110.4299102018997,0,Buffer_sampled
29.00097630977118,110.40282494764996,0,Buffer_sampled
29.433678197727176,110.94569849301074,0,Buffer_sampled
29.588207782032065,110.57310639454444,0,Buffer_sampled
29.42879825761212,111.1015226187648,0,Buffer_sampled
29.4686509971498,110.60422687768012,0,Buffer_sampled
29.528836314320085,110.3310521181584,0,Buffer_sampled
29.30842526975496,110.58168678463926,0,Buffer_sampled
29.72077503078144,110.03216331639209,0,Buffer_sampled
29.2417311926414,110.33292735962092,0,Buffer_sampled
29.77607837421299,109.78784600966334,0,Buffer_sampled
29.371865358666643,110.17914303618142,0,Buffer_sampled
29.480037450303737,110.35457027016813,0,Buffer_sampled
29.332012039956844,110.7826657915878,0,Buffer_sampled
29.21326400576054,110.61816968856844,0,Buffer_sampled
29.63781914891368,110.67327181996008,0,Buffer_sampled
29.31330529801769,110.45196779498878,0,Buffer_sampled
29.53371618100835,110.89736499340206,0,Buffer_sampled
29.252304688314616,110.6226542459561,0,Buffer_sampled
29.371865358666643,110.68432127284036,0,Buffer_sampled
29.70532254333777,110.04254011917028,0,Buffer_sampled
29.34583872853825,110.89940730781602,0,Buffer_sampled
29.78258461949072,109.77567129623009,0,Buffer_sampled
29.59064769399964,110.7895455558928,0,Buffer_sampled
29.17747651316981,110.71174954984626,0,Buffer_sampled
29.58902108612097,109.78730137921504,0,Buffer_sampled
29.4361181664429,110.02930985893718,0,Buffer_sampled
29.554862228551443,110.06160313798595,0,Buffer_sampled
29.375932010443403,110.0363694050913,0,Buffer_sampled
29.360478720489866,110.44800810693128,0,Buffer_sampled
29.467837678321303,110.77402606909637,0,Buffer_sampled
29.34746539589824,110.2627385225412,0,Buffer_sampled
29.599594030201946,110.71055714233648,0,Buffer_sampled
29.730534477938537,109.76328353459417,0,Buffer_sampled
29.360478720489866,110.12826232199096,0,Buffer_sampled
29.637005850810727,110.44278919758246,0,Buffer_sampled
29.23359772304662,110.22375299162584,0,Buffer_sampled
29.67035099116393,110.02335088752956,0,Buffer_sampled
29.23685111207237,110.65418647166996,0,Buffer_sampled
29.21001060525584,110.72461581497606,0,Buffer_sampled
29.546729141312667,110.44792765155692,0,Buffer_sampled
29.77770493613306,109.80085272688925,0,Buffer_sampled
29.75899944988096,109.76758560239426,0,Buffer_sampled
29.656524977728623,110.4631315288025,0,Buffer_sampled
29.084753483304105,110.59461059625076,0,Buffer_sampled
29.778518216942924,110.57695493599856,0,Buffer_sampled
29.689056728099025,110.25560961020514,0,Buffer_sampled
29.151449125609147,110.6655727257895,0,Buffer_sampled
29.392198592729404,110.57114587136358,0,Buffer_sampled
29.584954564679304,109.79756542686324,0,Buffer_sampled
29.418225041755854,110.08511537135269,0,Buffer_sampled
29.47597086212994,110.58007280466816,0,Buffer_sampled
29.440998101190445,110.16838503116291,0,Buffer_sampled
29.341772058402093,110.37212285040152,0,Buffer_sampled
29.72728133048614,110.59484405087326,0,Buffer_sampled
29.18886346339804,110.89030744542444,0,Buffer_sampled
29.247424615467647,110.96338862824018,0,Buffer_sampled
29.674417460210503,110.60342367868424,0,Buffer_sampled
29.75005332904707,109.84583180276152,0,Buffer_sampled
29.49711709346996,111.09787816138828,0,Buffer_sampled
29.47109095303844,111.14795929722284,0,Buffer_sampled
29.582514650617785,110.80721161530172,0,Buffer_sampled
29.323878680342084,110.4973102943276,0,Buffer_sampled
29.32794536138915,111.1662840415474,0,Buffer_sampled
29.27670499907273,110.9300374280701,0,Buffer_sampled
29.5670618407254,111.2279726691034,0,Buffer_sampled
29.50769018391168,110.7822915936568,0,Buffer_sampled
29.332825375372824,110.25543150624456,0,Buffer_sampled
29.08719357947616,110.51048087093184,0,Buffer_sampled
29.684176975732885,109.85123301672112,0,Buffer_sampled
29.585767869167057,110.01580726831337,0,Buffer_sampled
29.4043985033759,110.37266566736348,0,Buffer_sampled
29.22383754646794,110.86527753186463,0,Buffer_sampled
29.67685734043975,110.63781493270992,0,Buffer_sampled
29.580888040744927,110.03071425588968,0,Buffer_sampled
29.330385368827308,110.56028573114304,0,Buffer_sampled
29.54347590362743,110.10348656990416,0,Buffer_sampled
29.337705385785803,110.65291997467897,0,Buffer_sampled
29.406025156440183,110.33742095652316,0,Buffer_sampled
29.53615611300788,110.09148266051388,0,Buffer_sampled
29.53859604411091,110.57795733687584,0,Buffer_sampled
29.43774481175636,110.49767794613872,0,Buffer_sampled
29.19618363545342,110.8375515583622,0,Buffer_sampled
29.253118033442554,110.20971849215871,0,Buffer_sampled
29.1953702833984,110.89030052089711,0,Buffer_sampled
29.674417460210503,110.786582103293,0,Buffer_sampled
29.06685941757956,110.6464372762801,0,Buffer_sampled
29.714268724677595,110.475845595914,0,Buffer_sampled
29.44994463893244,110.83622129101995,0,Buffer_sampled
29.27995836710486,111.05228860777665,0,Buffer_sampled
29.677670633649704,109.9795885598916,0,Buffer_sampled
29.588207782032065,111.18435924055392,0,Buffer_sampled
29.180729929498145,110.63957085562195,0,Buffer_sampled
29.540222664348224,110.76922270957498,0,Buffer_sampled
29.65815156904253,110.39154773654222,0,Buffer_sampled
29.582514650617785,110.647441133837,0,Buffer_sampled
29.21407735563938,110.80605417671856,0,Buffer_sampled
29.47109095303844,110.8343315384457,0,Buffer_sampled
29.698816222039365,110.45360753382698,0,Buffer_sampled
29.702069383488165,109.984921043952,0,Buffer_sampled
29.36210538427757,110.24780419949003,0,Buffer_sampled
29.71101556922625,110.0741039148683,0,Buffer_sampled
29.5914609977894,110.99392186645544,0,Buffer_sampled
29.728907904412345,110.04975707576654,0,Buffer_sampled
29.189676816244184,110.4766840500235,0,Buffer_sampled
29.31818532271123,110.84013816825863,0,Buffer_sampled
29.48166408487681,109.81363013615488,0,Buffer_sampled
29.585767869167057,110.1606991909263,0,Buffer_sampled
29.75005332904707,110.60684802862846,0,Buffer_sampled
29.628872864291704,110.25884014492851,0,Buffer_sampled
29.382438648123795,109.99645061215529,0,Buffer_sampled
29.62643296638984,110.9790507411043,0,Buffer_sampled
29.698816222039365,110.275995130548,0,Buffer_sampled
29.01399030823445,110.78056344107546,0,Buffer_sampled
29.49549046267824,110.81108907360829,0,Buffer_sampled
29.046525194041664,110.81098869152714,0,Buffer_sampled
29.19618363545342,110.36375838146932,0,Buffer_sampled
29.663844635495565,110.05315754720245,0,Buffer_sampled
29.512570066133787,111.04776637266392,0,Buffer_sampled
29.556488844803496,110.47759052775764,0,Buffer_sampled
29.559742076111785,110.05041549920227,0,Buffer_sampled
29.29947854200441,110.90593713995862,0,Buffer_sampled
29.471904271469057,110.54111912274116,0,Buffer_sampled
29.467024359393346,110.24146471218576,0,Buffer_sampled
29.70125609327588,110.81163525767566,0,Buffer_sampled
29.35559872674493,110.20892887264816,0,Buffer_sampled
29.662218045579724,110.9056015909936,0,Buffer_sampled
29.424731638116448,110.21674014872076,0,Buffer_sampled
29.40114519605529,110.74542898724428,0,Buffer_sampled
29.49305051574421,110.82130257261834,0,Buffer_sampled
29.44425138903396,111.04031315380092,0,Buffer_sampled
29.60854035433589,110.34632090942864,0,Buffer_sampled
29.65815156904253,109.83387067207144,0,Buffer_sampled
29.56950176046924,110.08468386685182,0,Buffer_sampled
29.584954564679304,110.82671446766848,0,Buffer_sampled
29.49793040871653,111.27143968942012,0,Buffer_sampled
29.72077503078144,110.94740499408589,0,Buffer_sampled
29.5272096912939,110.50744856347234,0,Buffer_sampled
29.6508319049846,110.65092136728828,0,Buffer_sampled
29.04327171255709,110.6141771241599,0,Buffer_sampled
29.20675720316827,110.3137200441356,0,Buffer_sampled
29.412531764723703,110.349433479168,0,Buffer_sampled
29.3645453792148,110.57775004792718,0,Buffer_sampled
29.354785394106795,111.14130308755196,0,Buffer_sampled
29.33119870444166,110.92814701335352,0,Buffer_sampled
29.21977080202096,110.44135954730412,0,Buffer_sampled
29.677670633649704,109.74162258810018,0,Buffer_sampled
29.556488844803496,110.3048695007678,0,Buffer_sampled
29.02456416341633,110.40268929357056,0,Buffer_sampled
29.33526538102567,110.39347440041402,0,Buffer_sampled
29.68743014437664,109.7638114550216,0,Buffer_sampled
29.33363871068964,110.5306202292922,0,Buffer_sampled
29.60935365593137,110.05366703373151,0,Buffer_sampled
29.01317693406928,110.48773695820655,0,Buffer_sampled
29.736227482129934,110.52689690190007,0,Buffer_sampled
29.4564512042792,111.0755728703608,0,Buffer_sampled
29.26613154202191,111.02450044862556,0,Buffer_sampled
29.54266259395705,111.16570571267036,0,Buffer_sampled
29.458077844621503,110.38532360801403,0,Buffer_sampled
29.649205311873423,110.74573670732109,0,Buffer_sampled
29.53940935427938,110.21028750333248,0,Buffer_sampled
29.45238460168325,110.22673167853206,0,Buffer_sampled
29.39951854179901,110.89193658497742,0,Buffer_sampled
29.431238228116904,110.06088688422751,0,Buffer_sampled
29.64757871836286,111.22815386410284,0,Buffer_sampled
29.749240044734588,109.99281864766742,0,Buffer_sampled
29.305171915597064,110.3797575100055,0,Buffer_sampled
29.52964962568378,110.28091623119629,0,Buffer_sampled
29.424731638116448,111.16087662519227,0,Buffer_sampled
29.664657930303672,111.07293900398072,0,Buffer_sampled
29.43774481175636,110.23797247145929,0,Buffer_sampled
29.586581173555103,110.23407043356757,0,Buffer_sampled
29.545915832040794,109.91128572861084,0,Buffer_sampled
29.680923805490533,110.22034046245652,0,Buffer_sampled
29.23522441775745,110.8884065438576,0,Buffer_sampled
29.44425138903396,111.14420977039612,0,Buffer_sampled
29.584954564679304,110.2693784498588,0,Buffer_sampled
29.298665202523257,110.465940181513,0,Buffer_sampled
29.003416436403736,110.44252692248426,0,Buffer_sampled
29.440998101190445,110.49487920396324,0,Buffer_sampled
29.458077844621503,110.85569143217305,0,Buffer_sampled
29.52964962568378,111.2882357952726,0,Buffer_sampled
29.48898393553052,110.8500793354196,0,Buffer_sampled
29.30029188138643,110.77161695690764,0,Buffer_sampled
29.26613154202191,110.76243263169448,0,Buffer_sampled
29.50199698345644,110.23377965293656,0,Buffer_sampled
29.77526509310282,109.9813923457339,0,Buffer_sampled
29.29622518348515,110.3622130244346,0,Buffer_sampled
29.579261430473263,110.3539400761614,0,Buffer_sampled
29.30191855985313,111.02914079002804,0,Buffer_sampled
29.393011920801065,110.4348527308194,0,Buffer_sampled
29.04733856416636,110.50789702182124,0,Buffer_sampled
29.67035099116393,110.17766021918167,0,Buffer_sampled
29.163649476129272,110.5637732456642,0,Buffer_sampled
29.515010005900823,110.90388192225788,0,Buffer_sampled
29.458077844621503,110.83435268650268,0,Buffer_sampled
29.66791110853738,110.8386584269125,0,Buffer_sampled
29.52558306786936,110.96700246919043,0,Buffer_sampled
29.76550571197353,109.98428230072534,0,Buffer_sampled
29.60203393798088,109.79922060647765,0,Buffer_sampled
29.641885637931143,111.2169876598623,0,Buffer_sampled
29.10102077434257,110.84417305563984,0,Buffer_sampled
29.586581173555103,110.62699063582316,0,Buffer_sampled
29.669537697054963,110.79960824394304,0,Buffer_sampled
29.26938491520518,110.594810334917,0,Buffer_sampled
29.429611581213106,110.31871918219416,0,Buffer_sampled
29.256371412964125,110.2115451688087,0,Buffer_sampled
29.607727052640644,109.8130865381972,0,Buffer_sampled
29.72077503078144,110.59673049078548,0,Buffer_sampled
29.34502539470945,110.5370550471529,0,Buffer_sampled
29.12216819366885,110.67583948133684,0,Buffer_sampled
29.018057177582584,110.75006922622616,0,Buffer_sampled
29.462957763261617,110.86403487530052,0,Buffer_sampled
29.68499026804369,110.25935859221995,0,Buffer_sampled
29.741107196107592,110.84133248746248,0,Buffer_sampled
29.27019825825337,110.75779290845249,0,Buffer_sampled
29.69149660293316,110.5540729472166,0,Buffer_sampled
29.66709781412876,109.99177884757566,0,Buffer_sampled
29.09207376915611,110.86729833966356,0,Buffer_sampled
29.382438648123795,110.01498891365048,0,Buffer_sampled
29.48817061918923,110.79811005045894,0,Buffer_sampled
29.567875147406355,110.8648233429292,0,Buffer_sampled
29.099394047015068,110.66481658213534,0,Buffer_sampled
29.35234539559697,110.10609125228407,0,Buffer_sampled
29.575194903049447,110.81465622984337,0,Buffer_sampled
29.58739447784345,110.66414501045394,0,Buffer_sampled
29.788277578852835,109.936591200667,0,Buffer_sampled
29.508503497864247,111.1359466563333,0,Buffer_sampled
29.459704484566,110.37974746133268,0,Buffer_sampled
29.6508319049846,109.7698344070144,0,Buffer_sampled
29.57031506685116,110.84995935137046,0,Buffer_sampled
29.14575562109141,110.74051136579328,0,Buffer_sampled
29.521516507565288,110.59473806110957,0,Buffer_sampled
29.341772058402093,110.37860941500378,0,Buffer_sampled
29.26125147927567,110.47817196242111,0,Buffer_sampled
29.50199698345644,110.73867998338342,0,Buffer_sampled
29.35234539559697,110.88642551732202,0,Buffer_sampled
29.244984577707555,110.5375060110918,0,Buffer_sampled
29.39951854179901,110.9327352484686,0,Buffer_sampled
29.43205155141972,109.94681359038329,0,Buffer_sampled
29.593900908560308,110.39100468447326,0,Buffer_sampled
29.25881144656553,110.15690100986316,0,Buffer_sampled
29.552422303426027,109.92885619042198,0,Buffer_sampled
29.64595212445296,110.56170947162305,0,Buffer_sampled
29.40358517669474,110.92995073242987,0,Buffer_sampled
29.23278437554274,110.75232665699416,0,Buffer_sampled
29.36210538427757,110.52863602847002,0,Buffer_sampled
29.56380861300488,111.1573815934154,0,Buffer_sampled
29.745173621671547,109.92402337513283,0,Buffer_sampled
29.332012039956844,111.15146459273863,0,Buffer_sampled
29.427171610111994,111.15067807438516,0,Buffer_sampled
29.43449152073181,110.42534816268876,0,Buffer_sampled
29.386505293447183,111.2192249682365,0,Buffer_sampled
29.742733766633272,110.0393943196852,0,Buffer_sampled
29.678483926759768,110.7930820086632,0,Buffer_sampled
29.264504854836,110.2179641906406,0,Buffer_sampled
29.31411863571449,110.16478395272692,0,Buffer_sampled
29.66791110853738,110.36824832753533,0,Buffer_sampled
29.17503644988553,110.6266380188388,0,Buffer_sampled
29.650018608478927,109.77820767943716,0,Buffer_sampled
29.125421636872137,110.7544338761987,0,Buffer_sampled
29.169342965429045,110.7293502014877,0,Buffer_sampled
29.210823955530405,110.65890148636451,0,Buffer_sampled
29.579261430473263,110.42545891150924,0,Buffer_sampled
29.32225200722908,111.1857321192762,0,Buffer_sampled
29.462957763261617,110.8362003884455,0,Buffer_sampled
29.12216819366885,110.44003838660905,0,Buffer_sampled
29.664657930303672,109.92395162621644,0,Buffer_sampled
29.22139750009661,110.18960056637184,0,Buffer_sampled
29.778518216942924,110.6290734283222,0,Buffer_sampled
29.462144443736896,109.98824604237085,0,Buffer_sampled
29.36617204201001,110.73624672819872,0,Buffer_sampled
29.426358286212857,110.31039424813484,0,Buffer_sampled
29.31005194623909,110.90592744616052,0,Buffer_sampled
29.396265232094585,109.96943098820788,0,Buffer_sampled
29.70288267360049,110.19785319101948,0,Buffer_sampled
29.43693148914932,110.86499714539433,0,Buffer_sampled
29.38325197738705,109.9445356801458,0,Buffer_sampled
29.343398726754184,110.57413042273372,0,Buffer_sampled
29.52314313198566,110.18627919648122,0,Buffer_sampled
29.27995836710486,110.81611761735904,0,Buffer_sampled
29.58983439011017,110.3222900932314,0,Buffer_sampled
29.271824944052568,110.25494795569205,0,Buffer_sampled
29.38975860791855,111.12280835077084,0,Buffer_sampled
29.35071872942761,110.53332225944062,0,Buffer_sampled
29.427984933911738,110.115630804915,0,Buffer_sampled
29.094513862663938,110.43279252935083,0,Buffer_sampled
29.651645201390444,110.24659056635642,0,Buffer_sampled
29.57275498539887,110.2063133428368,0,Buffer_sampled
29.427984933911738,111.15809925862304,0,Buffer_sampled
29.62480636728964,109.90672249101658,0,Buffer_sampled
29.707762412175462,110.2182733416527,0,Buffer_sampled
29.08800694466949,110.80813970270626,0,Buffer_sampled
29.78502445981804,109.87986116616328,0,Buffer_sampled
29.048151934192468,110.58643727589076,0,Buffer_sampled
29.3856919645811,110.67500759845704,0,Buffer_sampled
29.76794555860701,109.85772179843462,0,Buffer_sampled
29.245797923726595,110.6245297793998,0,Buffer_sampled
29.118914748885672,110.52142686345444,0,Buffer_sampled
29.46946431587881,110.8927903767833,0,Buffer_sampled
29.43286487462314,110.3057129841568,0,Buffer_sampled
29.326318689267843,110.26937604552992,0,Buffer_sampled
29.117288025901665,110.808085394699,0,Buffer_sampled
29.5670618407254,109.78199267346612,0,Buffer_sampled
29.406025156440183,110.6730883797584,0,Buffer_sampled
29.199437042684497,110.61544469628627,0,Buffer_sampled
29.56624853394476,109.89156823785528,0,Buffer_sampled
29.57275498539887,110.2035272106267,0,Buffer_sampled
29.20431715056391,110.4914166657231,0,Buffer_sampled
29.26531819847847,110.94023150702508,0,Buffer_sampled
29.49793040871653,110.93174218092142,0,Buffer_sampled
29.169342965429045,110.98469522222427,0,Buffer_sampled
29.53859604411091,110.79708145250272,0,Buffer_sampled
29.422291665226503,110.95776139985352,0,Buffer_sampled
29.166089543565057,110.4980808367842,0,Buffer_sampled
29.54103597431745,110.0524470691741,0,Buffer_sampled
29.18235663706912,110.9439807894325,0,Buffer_sampled
29.66059145526445,110.48263109825746,0,Buffer_sampled
29.393011920801065,110.46359380323054,0,Buffer_sampled
29.42879825761212,110.03494352551829,0,Buffer_sampled
29.35559872674493,111.1737436569601,0,Buffer_sampled
29.60447384486213,110.16426031186693,0,Buffer_sampled
29.43042490471469,110.00618012842416,0,Buffer_sampled
29.63375265740081,110.75135174932086,0,Buffer_sampled
29.188050110452995,110.44615791209776,0,Buffer_sampled
29.21977080202096,110.99394393616106,0,Buffer_sampled
29.53208955917732,110.78502468532596,0,Buffer_sampled
29.60691375084565,111.07754307861016,0,Buffer_sampled
29.47027763450837,109.81469031377516,0,Buffer_sampled
29.17666315884058,110.5738954287399,0,Buffer_sampled
29.56868845398764,110.18312837242615,0,Buffer_sampled
29.656524977728623,110.44454077135374,0,Buffer_sampled
29.288091780249623,110.1872225280678,0,Buffer_sampled
29.454011243019945,110.05511178519608,0,Buffer_sampled
29.4938638314884,111.03662037718988,0,Buffer_sampled
29.7199617428684,110.7809048210504,0,Buffer_sampled
29.27995836710486,110.09653565042242,0,Buffer_sampled
29.22221084898601,110.25900943145858,0,Buffer_sampled
29.1953702833984,110.94767532021156,0,Buffer_sampled
29.440998101190445,111.0356737674348,0,Buffer_sampled
29.61260686131573,111.20949149389855,0,Buffer_sampled
29.442624745311026,109.968963146159,0,Buffer_sampled
29.264504854836,110.07907984493494,0,Buffer_sampled
29.69149660293316,109.83534530786112,0,Buffer_sampled
29.370238697261065,110.24496379205549,0,Buffer_sampled
29.49142388395728,110.04084607375005,0,Buffer_sampled
29.015617056269253,110.50158117104108,0,Buffer_sampled
29.65815156904253,110.7512917848014,0,Buffer_sampled
29.68011051268018,110.87769071666372,0,Buffer_sampled
29.160396051497944,110.61003987430516,0,Buffer_sampled
29.47597086212994,110.16160506274004,0,Buffer_sampled
29.664657930303672,110.7522054362824,0,Buffer_sampled
29.717521878529364,110.24330902060204,0,Buffer_sampled
29.416598391672032,110.28449541590014,0,Buffer_sampled
29.45563788395889,110.36956766424652,0,Buffer_sampled
29.23115768023804,110.90137104603234,0,Buffer_sampled
29.08963367476017,110.73880328955048,0,Buffer_sampled
29.26857157205793,110.66982244894848,0,Buffer_sampled
29.48898393553052,109.85808017668028,0,Buffer_sampled
29.069299520262344,110.63348944650475,0,Buffer_sampled
29.35722539172354,111.10701271944176,0,Buffer_sampled
29.702069383488165,110.0100265027853,0,Buffer_sampled
29.5743815972656,111.2753592358874,0,Buffer_sampled
29.53371618100835,110.43314377554256,0,Buffer_sampled
29.34665206226785,110.9754011550526,0,Buffer_sampled
29.1856100510246,110.84774662182116,0,Buffer_sampled
29.020497298009204,110.36114298329068,0,Buffer_sampled
29.31005194623909,110.86609088766204,0,Buffer_sampled
29.046525194041664,110.66406355880208,0,Buffer_sampled
29.62561966688964,109.91693378587942,0,Buffer_sampled
29.43693148914932,110.8946797347834,0,Buffer_sampled
29.512570066133787,110.30424157542542,0,Buffer_sampled
29.64513882734824,110.7420290285578,0,Buffer_sampled
29.506876869859568,110.35996900450812,0,Buffer_sampled
29.57031506685116,110.0809619274961,0,Buffer_sampled
29.13518195700155,110.42609579429268,0,Buffer_sampled
29.793157254401265,109.93840092566572,0,Buffer_sampled
29.30029188138643,111.01987687144248,0,Buffer_sampled
29.450757959948803,110.5968748786728,0,Buffer_sampled
29.662218045579724,110.9967065466953,0,Buffer_sampled
29.72158831859449,109.82104893495396,0,Buffer_sampled
29.22058415110825,110.37563992134804,0,Buffer_sampled
29.541849284187062,110.5036636341758,0,Buffer_sampled
29.084753483304105,110.6204933442749,0,Buffer_sampled
29.7199617428684,110.1512147433217,0,Buffer_sampled
29.23522441775745,110.1172922734472,0,Buffer_sampled
29.412531764723703,110.79176823509604,0,Buffer_sampled
29.562995305825577,109.84332140397755,0,Buffer_sampled
29.57031506685116,110.0661035516758,0,Buffer_sampled
29.20675720316827,110.2859575157686,0,Buffer_sampled
29.52395644404648,110.1073716250937,0,Buffer_sampled
29.45563788395889,110.49387899678868,0,Buffer_sampled
29.207570553838544,110.93656300227065,0,Buffer_sampled
29.50199698345644,111.10530824625044,0,Buffer_sampled
29.36210538427757,110.48507352032934,0,Buffer_sampled
29.72321489392065,109.85078879710105,0,Buffer_sampled
29.169342965429045,110.59150326928518,0,Buffer_sampled
29.664657930303672,109.83751336034344,0,Buffer_sampled
29.595527515242285,110.3482627253385,0,Buffer_sampled
29.79153069628564,109.82581380556118,0,Buffer_sampled
29.77607837421299,110.61698374141152,0,Buffer_sampled
29.340145389653177,110.51113044733528,0,Buffer_sampled
29.2710116012025,110.20680300170704,0,Buffer_sampled
29.549169068530485,109.80263089212136,0,Buffer_sampled
29.384878635615703,111.1422717553686,0,Buffer_sampled
29.25718475759696,110.70874851185584,0,Buffer_sampled
29.247424615467647,110.49675859358643,0,Buffer_sampled
29.52558306786936,110.95771856083772,0,Buffer_sampled
29.68011051268018,110.45091944531252,0,Buffer_sampled
29.363732047668307,110.78167156262082,0,Buffer_sampled
29.73216105106472,110.13715972211064,0,Buffer_sampled
29.210823955530405,110.80420923637764,0,Buffer_sampled
29.23685111207237,110.17281707521964,0,Buffer_sampled
29.33526538102567,110.90775762970073,0,Buffer_sampled
29.39463857664644,110.15296369428438,1,Buffer_sampled
29.535342802440955,110.46376302014056,1,Buffer_sampled
29.531276248112395,110.46099914316576,1,Buffer_sampled
29.292971823380142,110.46873902801872,1,Buffer_sampled
29.515010005900805,109.9533082209491,1,Buffer_sampled
29.35478539410677,110.21539175018212,1,Buffer_sampled
29.567875147406344,110.98927939104398,1,Buffer_sampled
29.556488844803475,111.0533590641457,1,Buffer_sampled
29.537782733842832,109.92336168634009,1,Buffer_sampled
29.307611931364157,110.43068034630248,1,Buffer_sampled
29.628872864291683,110.9297953938812,1,Buffer_sampled
29.23197102793986,110.1755977894994,1,Buffer_sampled
29.34583872853824,110.24882355632072,1,Buffer_sampled
29.51419669274468,110.28285852883003,1,Buffer_sampled
29.45807784462148,110.6924027038524,1,Buffer_sampled
29.536156113007856,109.82681620207109,1,Buffer_sampled
29.370238697261044,111.05418864069232,1,Buffer_sampled
29.602847240374373,110.82389626358189,1,Buffer_sampled
29.509316811717248,110.30145777836282,1,Buffer_sampled
29.202690448333072,110.59877056362464,1,Buffer_sampled
29.44913131781664,110.52358930738409,1,Buffer_sampled
29.59715412152534,109.9468869675426,1,Buffer_sampled
29.37755867045917,110.27269391033738,1,Buffer_sampled
29.44750467528676,110.32136275126123,1,Buffer_sampled
29.56136869116799,111.27346782326116,1,Buffer_sampled
29.42391831391916,110.48660838684326,1,Buffer_sampled
29.440184778981017,110.36408164122142,1,Buffer_sampled
29.202690448333072,110.55249721740324,1,Buffer_sampled
29.414158415801083,110.12776270670004,1,Buffer_sampled
